Name,Ticker,Morningstar Sustainability Rating,Yield (%),Morningstar Category,Portfolio Sustainability Score,Portfolio Environmental Score,Portfolio Social Score,Portfolio Governance Score,Sustainable Investment by Prospectus,Sustainable Investment - ESG Fund,Sustainable Investment - Impact Fund,Sustainable Investment - Environmental Sector Fund,Animal Testing,% Alcohol,% Fossil Fuels,% Small Arms,% Thermal Coal,% Tobacco,YTD Return (%),1 Year Annualized (%),3 Years Annualized (%),5 Years Annualized (%),10 Years Annualized (%),Fund Size (Mil),Equity StyleBox,Fixed Income StyleBox,Average Market Cap (Mil),Average Credit Quality
Madison Mid Cap A,MERAX,4,0,US Equity Mid Cap,21.39,2.65,8.26,7.49,No,No,No,No,0,1.07,0,0,0,0,19.06,38.24,17.71,15.67,13.61,765.39,Mid Growth,,20553.74,BBB
Madison Mid Cap B,MERBX,4,0,US Equity Mid Cap,21.39,2.65,8.26,7.49,No,No,No,No,0,1.07,0,0,0,0,18.34,37.24,16.87,14.79,12.77,765.39,Mid Growth,,20553.74,BBB
Madison Mid Cap I,MDCIX,4,0.03,US Equity Mid Cap,21.39,2.65,8.26,7.49,No,No,No,No,0,1.07,0,0,0,0,19.61,39.01,18.28,16.18,14.03,765.39,Mid Growth,,20553.74,BBB
Madison Mid Cap R6,MMCRX,4,0.16,US Equity Mid Cap,21.39,2.65,8.26,7.49,No,No,No,No,0,1.07,0,0,0,0,19.75,39.2,18.47,16.39,14.33,765.39,Mid Growth,,20553.74,BBB
Madison Mid Cap Y,GTSGX,4,0,US Equity Mid Cap,21.39,2.65,8.26,7.49,No,No,No,No,0,1.07,0,0,0,0,19.44,38.89,18.21,16.14,14.01,765.39,Mid Growth,,20553.74,BBB
Madison Small Cap A,MASMX,3,0,US Equity Small Cap,26.36,3.92,5.1,4.05,No,No,No,No,0,0,0,1.46,0,0,20.08,50.17,16.95,14.04,12.02,270.63,Small Core,,4684.11,BBB
Madison Small Cap I,MSCIX,3,0,US Equity Small Cap,26.36,3.92,5.1,4.05,No,No,No,No,0,0,0,1.46,0,0,20.4,50.6,17.25,14.33,12.3,270.63,Small Core,,4684.11,BBB
Madison Small Cap Y,BVAOX,3,0,US Equity Small Cap,26.36,3.92,5.1,4.05,No,No,No,No,0,0,0,1.46,0,0,20.32,50.5,17.23,14.32,12.29,270.63,Small Core,,4684.11,BBB
MainStay CBRE Global Infrastructure C,VCRCX,3,0.88,Infrastructure Sector Equity,23.09,9.35,8.24,5.5,No,No,No,No,0,0,56.06,0,23.27,0,11.58,22.75,11.71,8.87,12.29,845.41,Large Value,,30220.69,BBB
MainStay CBRE Global Infrastructure I,VCRIX,3,1.82,Infrastructure Sector Equity,23.09,9.35,8.24,5.5,No,No,No,No,0,0,56.06,0,23.27,0,12.52,24.16,12.9,10,12.29,845.41,Large Value,,30220.69,BBB
MainStay CBRE Global Infrastructure Inv,VCRVX,3,1.38,Infrastructure Sector Equity,23.09,9.35,8.24,5.5,No,No,No,No,0,0,56.06,0,23.27,0,12.05,23.53,12.47,9.64,12.29,845.41,Large Value,,30220.69,BBB
MainStay CBRE Global Infrastructure R6,VCRQX,3,1.84,Infrastructure Sector Equity,23.09,9.35,8.24,5.5,No,No,No,No,0,0,56.06,0,23.27,0,12.56,24.1,12.88,9.99,12.29,845.41,Large Value,,30220.69,BBB
MainStay CBRE Real Estate A,CLARX,3,3.43,Real Estate Sector Equity,14.94,4.42,4.17,4.83,No,No,No,No,0,0,3.52,0,0,0,40.44,61.7,16.92,10.31,10.14,476.53,Mid Core,,22880.01,BBB
MainStay CBRE Real Estate I,CRARX,3,3.16,Real Estate Sector Equity,14.94,4.42,4.17,4.83,No,No,No,No,0,0,3.52,0,0,0,40.79,62.31,17.31,10.69,10.47,476.53,Mid Core,,22880.01,BBB
MainStay CBRE Real Estate Investor,CRVRX,3,3.36,Real Estate Sector Equity,14.94,4.42,4.17,4.83,No,No,No,No,0,0,3.52,0,0,0,40.36,61.63,16.89,10.34,10.15,476.53,Mid Core,,22880.01,BBB
MainStay CBRE Real Estate R3,CRWRX,3,3.25,Real Estate Sector Equity,14.94,4.42,4.17,4.83,No,No,No,No,0,0,3.52,0,0,0,40.19,61.29,16.63,10.03,9.88,476.53,Mid Core,,22880.01,BBB
MainStay CBRE Real Estate R6,VREQX,3,3.27,Real Estate Sector Equity,14.94,4.42,4.17,4.83,No,No,No,No,0,0,3.52,0,0,0,40.85,62.51,17.4,10.78,10.52,476.53,Mid Core,,22880.01,BBB
MainStay Conservative Allocation A,MCKAX,3,1.38,Cautious Allocation,23.4,3.62,9.05,6.86,No,No,No,No,0,0.79,5.67,0.8,1.16,0.52,6.93,15.51,9.6,7.16,6.58,518.62,Large Core,Low Moderate,66198.71,BB
MainStay Conservative Allocation I,MCKIX,3,1.59,Cautious Allocation,23.4,3.62,9.05,6.86,No,No,No,No,0,0.79,5.67,0.8,1.16,0.52,7.21,15.79,9.91,7.44,6.86,518.62,Large Core,Low Moderate,66198.71,BB
MainStay Conservative Allocation Inv,MCKNX,3,1.23,Cautious Allocation,23.4,3.62,9.05,6.86,No,No,No,No,0,0.79,5.67,0.8,1.16,0.52,6.82,15.33,9.43,7,6.42,518.62,Large Core,Low Moderate,66198.71,BB
MainStay Conservative Allocation R2,MCKKX,3,1.29,Cautious Allocation,23.4,3.62,9.05,6.86,No,No,No,No,0,0.79,5.67,0.8,1.16,0.52,6.85,15.4,9.58,7.14,6.58,518.62,Large Core,Low Moderate,66198.71,BB
MainStay Conservative Allocation Simple,MCKSX,3,1.16,Cautious Allocation,23.4,3.62,9.05,6.86,No,No,No,No,0,0.79,5.67,0.8,1.16,0.52,6.54,14.98,9.29,6.86,6.31,518.62,Large Core,Low Moderate,66198.71,BB
MainStay Cushing������������������ M,CSHAX,3,10.52,Energy Sector Equity,29.14,6.76,5.06,2.12,No,No,No,No,0,0,100.69,0,0,0,45.46,75.87,0.95,0.47,0.05,660.74,Mid Value,,12850.32,BB
MainStay Cushing������������������ M,CSHCX,3,12.41,Energy Sector Equity,29.14,6.76,5.06,2.12,No,No,No,No,0,0,100.69,0,0,0,44.62,74.71,0.16,-0.31,-0.71,660.74,Mid Value,,12850.32,BB
MainStay Cushing������������������ M,CSHZX,3,10,Energy Sector Equity,29.14,6.76,5.06,2.12,No,No,No,No,0,0,100.69,0,0,0,45.99,76.34,1.23,0.75,0.32,660.74,Mid Value,,12850.32,BB
MainStay Cushing������������������ MLP Prem,CSHNX,3,10.5,Energy Sector Equity,29.14,6.76,5.06,2.12,No,No,No,No,0,0,100.69,0,0,0,45.56,75.93,0.99,0.51,0.07,660.74,Mid Value,,12850.32,BB
MainStay Epoch Capital Growth A,MECDX,3,0.17,Global Equity Large Cap,20.73,2.92,8.76,6.4,No,No,No,No,0,0,0,0,0,1.66,21.81,42.61,24.32,19.21,0.07,81.37,Large Growth,,36626.64,BB
MainStay Epoch Capital Growth C,MECEX,3,0,Global Equity Large Cap,20.73,2.92,8.76,6.4,No,No,No,No,0,0,0,0,0,1.66,20.72,41.17,23.07,18.04,0.07,81.37,Large Growth,,36626.64,BB
MainStay Epoch Capital Growth I,MECFX,3,0.34,Global Equity Large Cap,20.73,2.92,8.76,6.4,No,No,No,No,0,0,0,0,0,1.66,22.06,42.99,24.62,19.49,0.07,81.37,Large Growth,,36626.64,BB
MainStay Epoch Capital Growth Inv,MECVX,3,0.01,Global Equity Large Cap,20.73,2.92,8.76,6.4,No,No,No,No,0,0,0,0,0,1.66,21.4,42.05,23.95,18.92,0.07,81.37,Large Growth,,36626.64,BB
MainStay Epoch US Equity Yield I,EPLCX,3,2.08,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,18.42,34.78,12.28,11.15,11.95,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield Investor,EPLIX,3,1.56,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,17.85,33.96,11.68,10.6,11.47,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield R1,EPLRX,3,1.93,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,18.2,34.5,12.12,11.01,11.88,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield R2,EPLSX,3,1.72,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,17.93,34.2,11.84,10.73,11.6,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield R3,EPLTX,3,1.48,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,17.75,33.83,11.57,10.47,11.33,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield R6,EPLDX,3,2.09,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,18.41,34.78,12.35,11.22,11.98,1128.76,Large Value,,86253.91,BB
MainStay Epoch US Equity Yield Simple,EPLMX,3,1.14,US Equity Large Cap Value,23,5.54,9.74,7.17,No,No,No,No,0,0,12.48,1.78,6.12,2.77,17.59,33.61,11.58,10.51,11.35,1128.76,Large Value,,86253.91,BB
MainStay Equity Allocation A,MGXAX,4,0.37,Aggressive Allocation,21.93,3.54,8.62,6.74,No,No,No,No,0,0.81,5.5,0.92,0.98,0.44,18.92,39.73,16.36,13.4,11.36,501.25,Large Core,,63074.56,BB
MainStay Equity Allocation I,MGXIX,4,0.54,Aggressive Allocation,21.93,3.54,8.62,6.74,No,No,No,No,0,0.81,5.5,0.92,0.98,0.44,19.09,40.05,16.65,13.68,11.65,501.25,Large Core,,63074.56,BB
MainStay Growth Allocation A,MGDAX,3,0.91,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,14.97,31.45,13.89,11.33,10.01,943.52,Large Core,Low Limited,56012.51,BB
MainStay Growth Allocation I,MGDIX,3,1.08,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,15.24,31.82,14.17,11.62,10.28,943.52,Large Core,Low Limited,56012.51,BB
MainStay Growth Allocation Inv,MGDNX,3,0.7,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,14.88,31.27,13.69,11.14,9.82,943.52,Large Core,Low Limited,56012.51,BB
MainStay Growth Allocation R1,MGDJX,3,1.02,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,15.11,31.66,14.08,11.56,10.26,943.52,Large Core,Low Limited,56012.51,BB
MainStay Growth Allocation R2,MGDKX,3,0.82,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,14.91,31.34,13.81,11.29,9.98,943.52,Large Core,Low Limited,56012.51,BB
MainStay Growth Allocation Smpl,MGDSX,3,0.54,Aggressive Allocation,22.31,3.52,8.41,6.54,No,No,No,No,0,0.75,5.49,0.82,0.9,0.38,14.61,30.89,13.51,11,9.71,943.52,Large Core,Low Limited,56012.51,BB
MainStay MacKay International Equity A,MSEAX,5,0,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,13.8,34.31,18.13,13.75,9.57,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity I,MSIIX,5,0.1,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,14.17,34.72,18.55,14.1,9.87,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity Inv,MINNX,5,0,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,13.49,33.8,17.69,13.34,9.18,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity R1,MIERX,5,0,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,13.96,34.46,18.32,13.93,9.74,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity R2,MIRRX,5,0,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,13.74,34.14,18,13.64,9.46,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity R3,MIFRX,5,0,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,13.48,33.77,17.7,13.35,9.18,445.81,Large Growth,,31919.38,BB
MainStay MacKay International Equity R6,MIFDX,5,0.1,Global Equity Large Cap,18.49,1.93,7.6,6.3,No,No,No,No,0,3.01,0,0,0,0,14.2,34.74,18.35,13.39,8.8,445.81,Large Growth,,31919.38,BB
MainStay MacKay S&P 500 Index A,MSXAX,3,0.86,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.15,6.68,0.78,1.23,0.63,23.52,42.19,20.9,18.32,15.59,1472.29,Large Core,,201651.81,BB
MainStay MacKay S&P 500 Index I,MSPIX,3,1.02,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.15,6.68,0.78,1.23,0.63,23.79,42.56,21.2,18.62,15.87,1472.29,Large Core,,201651.81,BB
MainStay MacKay S&P 500 Index Inv,MYSPX,3,0.73,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.15,6.68,0.78,1.23,0.63,23.32,41.89,20.68,18.13,15.43,1472.29,Large Core,,201651.81,BB
MainStay MacKay S&P 500 Index Simple,MSXMX,3,0.27,US Equity Large Cap Blend,21.5,3.72,10.15,7.63,No,No,No,No,0,0.15,6.68,0.78,1.23,0.63,23.05,41.54,20.5,17.97,15.27,1472.29,Large Core,,201651.81,BB
MainStay Moderate Allocation I,MMRIX,3,1.6,Moderate Allocation,22.73,3.58,8.73,6.72,No,No,No,No,0,0.77,5.58,0.82,1.01,0.45,11.21,23.52,12.36,9.81,8.79,906.04,Large Core,Low Moderate,59299.58,BB
MainStay Winslow Large Cap Growth A,MLAAX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.27,42.16,29.14,25.48,18.19,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth B,MLABX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,24.26,40.8,27.98,24.41,17.21,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth C,MLACX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,24.2,40.77,28,24.4,17.22,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth I,MLAIX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.45,42.46,29.44,25.79,18.49,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth Inv,MLINX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.09,41.98,28.97,25.33,18.09,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth R1,MLRRX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.33,42.3,29.33,25.66,18.37,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth R2,MLRTX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.15,42.04,29,25.37,18.08,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth R3,MLGRX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,24.89,41.6,28.69,25.03,17.78,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth R6,MLRSX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,25.58,42.65,29.58,25.91,18.54,17167.41,Large Growth,,279175.46,BB
MainStay Winslow Large Cap Growth Simple,MLRMX,5,0,US Equity Large Cap Growth,19.01,2.23,9.4,7.22,No,No,No,No,0,0,0,0,0,0,24.85,41.59,28.77,25.13,17.88,17167.41,Large Growth,,279175.46,BB
MainStay WMC Enduring Capital A,MSOAX,3,0.65,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,28.94,48.53,19.07,17.85,15.56,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital B,MOPBX,3,0,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,27.85,47.08,17.85,16.66,14.36,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital C,MGOCX,3,0,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,27.88,47.07,17.86,16.65,14.36,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital I,MSOIX,3,0.79,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,29.2,48.97,19.37,18.15,15.85,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital Inv,MCSSX,3,0.42,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,28.65,48.22,18.74,17.53,15.22,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital R3,MSOSX,3,0.38,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,28.56,48.07,18.65,17.43,15.21,712.38,Large Growth,,55530.92,BB
MainStay WMC Enduring Capital R6,MCSDX,3,0.38,US Equity Large Cap Blend,21.66,5.25,9.17,7.24,No,No,No,No,0,0,10,0,0,0,29.11,48.74,19.12,17.88,15.58,712.38,Large Growth,,55530.92,BB
MainStay WMC Value B,MAPBX,3,0,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,21.24,43.67,17.56,15.84,12.57,1111.59,Large Value,,66228.28,BB
MainStay WMC Value C,MMPCX,3,0,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,21.24,43.65,17.57,15.84,12.57,1111.59,Large Value,,66228.28,BB
MainStay WMC Value I,MUBFX,3,0.6,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,22.58,45.57,19.08,17.29,13.94,1111.59,Large Value,,66228.28,BB
MainStay WMC Value Investor class,MSMIX,3,0.23,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,21.99,44.73,18.44,16.71,13.41,1111.59,Large Value,,66228.28,BB
MainStay WMC Value R1,MAPRX,3,0.55,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,22.44,45.37,18.95,17.17,13.82,1111.59,Large Value,,66228.28,BB
MainStay WMC Value R2,MPRRX,3,0.37,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,22.19,45.01,18.65,16.87,13.54,1111.59,Large Value,,66228.28,BB
MainStay WMC Value R3,MMAPX,3,0.22,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,21.92,44.66,18.35,16.58,13.26,1111.59,Large Value,,66228.28,BB
MainStay WMC Value R6,MMPDX,3,0.22,US Equity Large Cap Value,23.27,4.9,10.5,7.87,No,No,No,No,0,0,7.49,4.37,1.32,0,22.58,45.57,19.08,17.29,13.94,1111.59,Large Value,,66228.28,BB
Mairs & Power Small Cap,MSCFX,3,0.48,US Equity Small Cap,27.04,2.33,4.43,3.43,No,No,No,No,0,0,3.93,0,3.95,2.97,24.3,54.92,14.53,13.3,14.5,449.7,Small Core,,3594.93,BB
Manning & Napier Core Bond I,EXCIX,3,1.49,US Fixed Income,25.49,3.16,10.31,6.72,No,No,No,No,0,0,4.88,0,0.22,0,-1.67,0.03,5.77,3.19,3.35,378.21,,Medium Moderate,3594.93,A
Manning & Napier Core Bond S,EXCRX,3,1.19,US Fixed Income,25.49,3.16,10.31,6.72,No,No,No,No,0,0,4.88,0,0.22,0,-1.84,-0.15,5.58,2.96,3.2,378.21,,Medium Moderate,3594.93,A
Manning & Napier Core Bond W,MCBWX,3,1.72,US Fixed Income,25.49,3.16,10.31,6.72,No,No,No,No,0,0,4.88,0,0.22,0,-1.3,0.48,6.16,3.29,3.37,378.21,,Medium Moderate,3594.93,A
Manning & Napier Core Bond Z,MCBZX,3,1.6,US Fixed Income,25.49,3.16,10.31,6.72,No,No,No,No,0,0,4.88,0,0.22,0,-1.5,0.26,5.94,3.16,3.3,378.21,,Medium Moderate,3594.93,A
Manning & Napier Disciplined Value I,MNDFX,3,1.37,US Equity Large Cap Value,22.6,4.9,10.54,7.16,No,No,No,No,0,0,0,3.26,0,0,17.87,37.44,12.56,13.49,12.27,460.87,Large Value,,94148.74,A
Manning & Napier Disciplined Value S,MDFSX,3,1.28,US Equity Large Cap Value,22.6,4.9,10.54,7.16,No,No,No,No,0,0,0,3.26,0,0,17.68,37.17,12.3,13.22,11.98,460.87,Large Value,,94148.74,A
Manning & Napier Disciplined Value W,MDVWX,3,1.81,US Equity Large Cap Value,22.6,4.9,10.54,7.16,No,No,No,No,0,0,0,3.26,0,0,18.4,37.98,13.01,13.77,12.41,460.87,Large Value,,94148.74,A
Manning & Napier Disciplined Value Z,MDVZX,3,1.49,US Equity Large Cap Value,22.6,4.9,10.54,7.16,No,No,No,No,0,0,0,3.26,0,0,17.97,37.61,12.67,13.56,12.3,460.87,Large Value,,94148.74,A
Manning & Napier Pro-Blend Cnsrv Term I,MNCIX,3,2.27,Cautious Allocation,23.56,3.97,9.96,6.8,No,No,No,No,0,0.39,5.96,0.29,0.85,0.17,4.73,11.16,9.35,6.86,5.72,525.49,Large Core,Medium Limited,110390.69,BBB
Manning & Napier Pro-Blend Cnsrv Trm W,MNCWX,3,2.08,Cautious Allocation,23.56,3.97,9.96,6.8,No,No,No,No,0,0.39,5.96,0.29,0.85,0.17,5.28,11.84,9.76,7.03,5.71,525.49,Large Core,Medium Limited,110390.69,BBB
Manning & Napier Pro-Blend Extnd Term I,MNBIX,3,1.02,Moderate Allocation,22.57,4.14,9.83,6.77,No,No,No,No,0,1.31,5.51,0.07,0.07,0.01,10.48,21.48,15.15,10.98,8.91,734.13,Large Growth,Medium Moderate,99677.26,BBB
Manning & Napier Pro-Blend Extnd Term L,MNECX,3,0.1,Moderate Allocation,22.57,4.14,9.83,6.77,No,No,No,No,0,1.31,5.51,0.07,0.07,0.01,9.73,20.38,14.08,9.9,7.84,734.13,Large Growth,Medium Moderate,99677.26,BBB
Manning & Napier Pro-Blend Extnd Term R,MNBRX,3,0.54,Moderate Allocation,22.57,4.14,9.83,6.77,No,No,No,No,0,1.31,5.51,0.07,0.07,0.01,10.07,20.86,14.62,10.44,8.37,734.13,Large Growth,Medium Moderate,99677.26,BBB
Manning & Napier Pro-Blend Extnd Term S,MNBAX,3,0.26,Moderate Allocation,22.57,4.14,9.83,6.77,No,No,No,No,0,1.31,5.51,0.07,0.07,0.01,10.38,21.19,14.94,10.73,8.65,734.13,Large Growth,Medium Moderate,99677.26,BBB
Manning & Napier Pro-Blend Extnd Term W,MNBWX,3,1.03,Moderate Allocation,22.57,4.14,9.83,6.77,No,No,No,No,0,1.31,5.51,0.07,0.07,0.01,11.19,22.28,15.81,11.23,8.89,734.13,Large Growth,Medium Moderate,99677.26,BBB
Manning & Napier Pro-Blend Max Term I,MNHIX,4,0.27,Aggressive Allocation,21.47,4,9.43,6.69,No,No,No,No,0,2.61,5.71,0.07,0,0,18.11,36.17,20.48,16.32,12.59,580.72,Large Growth,Medium Moderate,94140.53,BBB
Manning & Napier Pro-Blend Max Term L,MNHCX,4,0,Aggressive Allocation,21.47,4,9.43,6.69,No,No,No,No,0,2.61,5.71,0.07,0,0,17.1,34.77,19.3,15.18,11.47,580.72,Large Growth,Medium Moderate,94140.53,BBB
Manning & Napier Pro-Blend Max Term R,MNHRX,4,0.01,Aggressive Allocation,21.47,4,9.43,6.69,No,No,No,No,0,2.61,5.71,0.07,0,0,17.64,35.59,19.91,15.76,12.04,580.72,Large Growth,Medium Moderate,94140.53,BBB
Manning & Napier Pro-Blend Max Term S,EXHAX,4,0,Aggressive Allocation,21.47,4,9.43,6.69,No,No,No,No,0,2.61,5.71,0.07,0,0,17.8,35.82,20.15,16.03,12.3,580.72,Large Growth,Medium Moderate,94140.53,BBB
Manning & Napier Pro-Blend Max Term W,MNHWX,4,0.64,Aggressive Allocation,21.47,4,9.43,6.69,No,No,No,No,0,2.61,5.71,0.07,0,0,18.81,37.19,21.17,16.62,12.58,580.72,Large Growth,Medium Moderate,94140.53,BBB
Manning & Napier Pro-Blend Mod Term I,MNMIX,3,0.92,Cautious Allocation,22.97,4.03,9.92,6.8,No,No,No,No,0,0.99,5.55,0.05,0.24,0,7.47,16.1,12.52,8.82,7.18,511.87,Large Growth,Medium Limited,101717.79,BBB
Manning & Napier Pro-Blend Mod Term L,MNMCX,3,0.13,Cautious Allocation,22.97,4.03,9.92,6.8,No,No,No,No,0,0.99,5.55,0.05,0.24,0,6.68,14.94,11.46,7.79,6.13,511.87,Large Growth,Medium Limited,101717.79,BBB
Manning & Napier Pro-Blend Mod Term R,MNMRX,3,0.57,Cautious Allocation,22.97,4.03,9.92,6.8,No,No,No,No,0,0.99,5.55,0.05,0.24,0,7.13,15.62,12,8.31,6.66,511.87,Large Growth,Medium Limited,101717.79,BBB
Manning & Napier Pro-Blend Mod Term S,EXBAX,3,0.44,Cautious Allocation,22.97,4.03,9.92,6.8,No,No,No,No,0,0.99,5.55,0.05,0.24,0,7.29,15.78,12.27,8.58,6.92,511.87,Large Growth,Medium Limited,101717.79,BBB
Manning & Napier Pro-Blend Mod Trm W,MNMWX,3,1.27,Cautious Allocation,22.97,4.03,9.92,6.8,No,No,No,No,0,0.99,5.55,0.05,0.24,0,8.26,16.98,13.18,9.11,7.18,511.87,Large Growth,Medium Limited,101717.79,BBB
Manning & Napier Rainier Intl Discv I,RAIIX,3,0,Global Equity Mid/Small Cap,24.11,3.65,6.33,5,No,No,No,No,0,2.83,0.96,0,0,0,15.05,38.41,23.77,17.72,7.18,842.2,Mid Growth,,4657.76,BBB
Manning & Napier Rainier Intl Discv S,RISAX,3,0,Global Equity Mid/Small Cap,24.11,3.65,6.33,5,No,No,No,No,0,2.83,0.96,0,0,0,14.8,38.06,23.46,17.41,7.18,842.2,Mid Growth,,4657.76,BBB
Manning & Napier Rainier Intl Discv W,RAIWX,3,0.59,Global Equity Mid/Small Cap,24.11,3.65,6.33,5,No,No,No,No,0,2.83,0.96,0,0,0,16.07,39.91,24.89,18.36,7.18,842.2,Mid Growth,,4657.76,BBB
Manning & Napier Rainier Intl Discv Z,RAIRX,3,0,Global Equity Mid/Small Cap,24.11,3.65,6.33,5,No,No,No,No,0,2.83,0.96,0,0,0,15.22,38.61,23.95,17.86,7.18,842.2,Mid Growth,,4657.76,BBB
Manning & Napier Real Estate I,MNRIX,3,3.01,Real Estate Sector Equity,15,3.85,4.39,4.9,No,No,No,No,0,0,0,0,0,0,33.21,45.63,15.99,11.04,11.83,363.55,Mid Core,,18208.6,BBB
